genre,duration,cast_popularity,director_experience,budget_million_usd,language,release_season,marketing_million_usd,sequel,rating
Sci-Fi,133,2.3528774432335515,2,161.5296653380698,English,Winter,33.35519462637073,1,1.8323023425794127
Fantasy,144,9.172321513872774,18,105.92287838612233,Hindi,Winter,33.120106972853236,0,6.035177795205927
Sci-Fi,113,6.347533282682752,23,31.46787569874577,Korean,Festive,6.056085449770351,0,3.281474149374632
Action,123,2.1208092794620312,12,116.23723075271835,English,Festive,29.35720390476199,0,3.0055297991429404
Romance,126,5.8069103507038955,33,118.2788545618588,French,Summer,38.86739105134079,0,3.711093030697464
Fantasy,147,5.12824451997477,20,151.9549709273232,French,Winter,7.3965357391834505,0,3.2117820586447743
Romance,144,8.812509718531842,10,19.902846031632976,Spanish,Off-Season,43.5894310418706,1,4.9374890981220485
Thriller,111,7.74731254408176,22,124.08824233930177,English,Festive,33.1762938665978,0,5.755347364769483
Thriller,126,1.8745885185616662,9,222.36606535353954,French,Winter,13.028448950123341,1,2.0047803980911483
Action,98,6.832408926412902,32,215.99129345028925,French,Winter,32.82388611620506,0,5.55787531036604
Thriller,107,1.4801869954621478,17,114.25601696717314,Hindi,Summer,33.431094794039005,0,2.85411824522686
Sci-Fi,125,5.4622872887361975,28,133.44289343906345,Spanish,Off-Season,15.504514428021112,0,4.357138965413672
Fantasy,136,8.522570622684524,12,222.23559874216463,Hindi,Winter,37.51824170981269,1,5.789699063015667
Romance,142,2.694845842135625,5,249.25473571449885,Spanish,Winter,37.7764476548787,0,3.753714408107208
Romance,119,6.825454989683886,27,65.15990728492113,Spanish,Off-Season,47.55311305248496,1,4.986665226086927
Drama,100,4.656506232882132,20,141.41467802843732,Spanish,Off-Season,38.475250605280564,1,3.9702378844356336
Sci-Fi,132,2.0355610537293423,32,144.87827673324296,Spanish,Festive,26.852729818150568,1,2.71846005207029
Comedy,121,8.976506201912251,16,140.4201180352588,Spanish,Winter,25.049756148417146,0,5.550638501814472
Fantasy,132,7.477456529169892,7,70.03619584876158,Korean,Summer,13.032375691723072,1,4.780207830627561
Drama,127,3.403629940842876,14,193.29459668407407,Spanish,Summer,34.14886166395035,1,4.3394851757988215
Drama,137,2.807621058286247,5,149.99596499781714,French,Festive,9.065205393423845,1,2.553108802896217
Action,136,4.217114987784255,13,139.51149955456424,Spanish,Off-Season,17.983184450449,1,3.77531761339901
Fantasy,140,7.431306019878291,1,34.29126333916157,English,Festive,8.53310001944289,0,3.8493272665641016
Drama,116,9.239539006501534,1,197.41669334235365,French,Summer,30.275475479199237,0,5.114697020167907
Comedy,142,5.637390987214317,6,97.11069225666526,French,Winter,8.129545900435403,1,4.7157761512316485
Action,115,1.0298899616529136,30,161.7706428022955,English,Festive,41.06549244615872,0,4.008704683295639
Fantasy,126,1.1225324458603185,31,110.91334060581846,Spanish,Off-Season,42.083239625537125,0,3.0815196331659482
Action,158,3.203819133040687,5,8.523188747849249,Hindi,Off-Season,43.37683920873116,0,1.9428198269609025
Sci-Fi,131,8.04937324294341,34,215.90140754631574,English,Winter,41.618442443908776,0,6.127764411253139
Romance,104,2.5127785235922007,7,138.39772177920364,Hindi,Summer,16.177603544955403,0,3.2214334413763392
Fantasy,151,6.186235619952526,21,37.704568105479176,English,Summer,45.19330181144541,0,4.654956364793412
Fantasy,143,1.2612484760763945,9,116.4243178889984,Hindi,Off-Season,37.67620718645125,1,1.0
Thriller,145,3.902639143169954,22,53.64673460194962,Hindi,Summer,36.838852234360004,0,3.9878310956591947
Action,128,6.9424993782664774,10,226.58246069594492,Hindi,Winter,33.59578213353721,0,5.012832771590793
Fantasy,131,7.126925439909124,17,120.33120749455749,Korean,Off-Season,11.145518944320697,0,4.176264679608708
Romance,120,1.1608710307120496,14,52.66447684161829,English,Winter,21.366055709052215,1,3.6778284020087475
Romance,112,2.5823351087188553,11,209.36638769614967,Hindi,Off-Season,19.57076701609562,1,2.1158137596206066
Romance,152,3.0764801231189054,11,167.55784723632112,Hindi,Summer,16.00664944774512,0,3.0929962369707367
Action,118,3.3055878276425847,20,64.4731720612333,French,Festive,47.61257658950016,1,3.5381537080267007
Action,116,4.228067199513813,3,156.64131065499893,Hindi,Off-Season,20.422422683900525,0,2.9788079925952706
Drama,117,8.072923404523284,21,51.99545290215177,Korean,Summer,37.716695568163715,0,4.832042596201823
Sci-Fi,158,1.9322044983171307,34,194.94584565163942,Spanish,Summer,15.339864497124111,0,2.8421715836913863
Thriller,140,3.074188069731623,21,110.59978106880197,Korean,Winter,33.62340368550207,0,3.4494767621305984
Action,118,5.361572409422829,10,203.51233990581156,Spanish,Summer,20.08712017069312,0,3.458835592447236
Romance,124,8.02016182271284,32,27.344039778741003,Spanish,Festive,35.509779725952455,0,5.742088613463258
Thriller,134,7.936622551885912,2,78.0508389020445,Hindi,Festive,5.291269643828778,0,4.422418116443281
Drama,140,1.9791859546369275,13,118.26232851966117,English,Summer,19.94520027026778,0,3.326845814138424
Sci-Fi,96,5.814285474759177,30,222.47697291031804,English,Winter,14.159194339609039,1,4.615415603233626
Romance,141,6.8429319730629645,33,29.709211625084677,Spanish,Festive,7.054596780119675,0,3.3537620573813562
Comedy,121,4.922524635077359,17,249.57847083907336,Korean,Winter,32.421547410079526,0,3.400150986896728
Sci-Fi,112,8.67287726873905,3,11.69031629143807,Korean,Off-Season,20.9325705158789,0,4.268975066267568
Comedy,117,1.9906128115740565,21,52.73778295849488,Spanish,Festive,32.427414561807275,0,2.02716953657033
Romance,139,6.044844971871676,33,132.5135419508869,English,Festive,45.82972028200862,0,4.459763605562571
Comedy,156,7.446540718147586,26,139.22727907690586,Korean,Festive,38.71074760096072,0,4.974516884404738
Comedy,127,9.82953690835309,25,125.97921744078671,Hindi,Winter,9.137821525453607,0,5.707329270182364
Fantasy,135,1.0884603191545699,25,39.78055345102529,Spanish,Off-Season,38.60636406948809,1,4.196868843114094
Drama,110,7.512735565909934,4,175.11077066163378,English,Festive,44.92847529750442,1,5.072589694016846
Sci-Fi,133,4.067821132197076,27,189.79330731919455,Korean,Winter,42.41068427219451,1,4.0097023292654095
Fantasy,139,7.706881064047423,30,169.9432192500389,Hindi,Festive,43.35028685899959,0,5.864704322712186
Thriller,98,5.741796030008064,33,227.89416755020196,English,Winter,46.838565817871526,1,4.659439008711313
Action,115,8.020436649702049,30,99.8561379984186,Spanish,Off-Season,5.910512628213712,0,5.355397501216554
Sci-Fi,139,2.482628097782769,14,99.09234049183556,English,Winter,36.336280589433876,1,2.6541408321119198
Comedy,93,9.232035852049982,3,71.74411616457503,French,Summer,10.428358739448491,1,4.663701628070163
Fantasy,118,4.489650171327412,19,203.12985353579595,English,Festive,32.25189664571552,0,4.630822147696708
Romance,135,8.23143594948368,34,33.513514038165425,Korean,Festive,43.16461247282717,0,5.880282543701654
Sci-Fi,94,3.6345285774037452,26,232.4314212142003,French,Winter,3.826285995584837,0,2.8126476672930307
Fantasy,117,2.215439871868216,13,237.12902892173005,English,Summer,36.851257419673566,0,3.735305863724866
Action,125,4.087267231009093,26,134.21288878220182,Korean,Summer,24.100198927721557,0,3.7541925974763037
Fantasy,141,7.072541728812058,27,112.41068166292314,French,Winter,14.333351149447026,0,4.685073095125152
Drama,101,9.278884947141805,5,112.42214765958371,Hindi,Summer,48.559134882522635,0,5.501182853958121
Drama,144,5.472666304926701,33,206.0007357204587,English,Off-Season,16.36620804072769,0,3.8635249742383153
Sci-Fi,130,4.003424459699209,17,241.1596368085118,Spanish,Summer,14.667972243910363,0,3.529092131222767
Thriller,146,9.386708264195699,25,52.700694730910115,English,Off-Season,38.8043244505533,0,5.536117940074726
Comedy,145,7.6640529449516475,33,200.78958795808114,English,Off-Season,19.880384149855143,0,5.131430370732129
Fantasy,131,5.069747558359085,19,209.55387728590134,French,Winter,39.16260240877074,0,3.8436942703617234
Action,133,6.874704140337482,27,104.09974052492085,French,Summer,24.523943381390975,0,5.484704767590229
Action,93,3.292420581310442,2,107.44306872874587,Hindi,Festive,18.45904376219717,1,1.7881450934286363
Romance,100,5.481058295609018,14,8.633352760120665,Spanish,Summer,3.28085988208894,1,3.693000183515355
Action,106,4.601906359173121,1,71.04258358092031,French,Summer,22.591486602421533,0,3.4346008375419674
Drama,118,3.2112892875759886,1,137.5697808273849,Spanish,Off-Season,7.816603218943752,0,2.1258130466485246
Comedy,141,1.7963217010082013,21,140.23296016653643,French,Festive,39.33558529144579,1,2.665678173880719
Fantasy,92,3.053950552794182,6,180.41515906720542,Korean,Festive,44.3444704832771,0,4.210490741332266
Comedy,119,8.190882413698539,13,201.8746173005505,French,Winter,36.73552480144218,1,4.342247219249628
Drama,101,7.83871140147271,25,93.04808142172052,Spanish,Summer,3.6351722418929073,1,3.8866234765105894
Fantasy,96,4.943631495552925,33,74.93667652680766,French,Festive,25.484471873177473,1,4.668552013915311
Fantasy,151,8.928638220062915,20,56.375854868862426,Spanish,Summer,23.621809413110565,0,5.386407162107084
Drama,126,2.4224044184364035,22,112.64371666939532,Hindi,Winter,8.080477001031603,0,2.399591923651786
Action,154,7.608670597595467,2,45.50764581514294,English,Off-Season,34.90049037150585,0,4.716064426806186
Sci-Fi,146,7.865424715667039,30,163.71341080206386,English,Festive,47.390379547296185,0,4.905389885552945
Romance,108,1.6041479414528883,31,28.94938552768908,English,Festive,15.975977234559995,0,1.5220031524753097
Comedy,91,8.791836593960054,14,167.87691450730986,Korean,Winter,28.937920842019683,0,4.843104556733337
Drama,162,7.967614518339826,32,27.493273531301746,Hindi,Festive,2.8570960890588633,0,5.213574409607574
Drama,117,5.1801833685661585,24,202.28818503062442,Hindi,Festive,3.9701171562328503,1,3.6951950008742234
Romance,104,5.450118228640819,34,210.9936009470468,Spanish,Winter,2.7926163924265985,0,4.519866395213793
Romance,137,6.257673992320933,22,153.93951426777164,French,Festive,46.6430101587756,0,5.746655754600912
Romance,127,5.307822083100147,24,242.39386101114073,English,Off-Season,22.372091984099825,1,3.4815618688157404
Thriller,112,1.4916793276083564,21,91.71725025381994,French,Summer,17.099845016840735,1,3.174235320456832
Comedy,118,4.880455840219578,7,112.69845796656934,Korean,Summer,14.74519559243591,0,3.8592122312912944
Sci-Fi,127,8.78427896457486,5,57.05891969666021,French,Festive,9.617509964001531,0,3.8148883787299073
Comedy,126,5.809932467321124,19,145.39755778264097,Korean,Off-Season,7.10991885593904,0,4.26242226807226
Action,138,3.2019982196252794,17,110.97875188127858,Spanish,Summer,26.787926675881703,0,3.321061266757729
Comedy,118,9.17171457031339,24,245.217433567063,French,Festive,9.354319366784987,1,3.6739355377255434
Action,118,4.838332157801153,14,148.21498201259146,Spanish,Festive,23.298919584742535,0,2.8275419235583223
Drama,135,2.656135555701486,14,6.833898861727065,English,Summer,2.341572169530507,1,1.6142689716687293
Romance,130,6.359291608704096,4,50.86125521721146,Hindi,Off-Season,46.874983068127634,0,3.57513688558619
Drama,144,2.567474105197686,29,172.82811944254715,Korean,Summer,38.08313870960712,0,2.5251353863600414
Fantasy,120,6.615243315732101,32,213.10018091052817,Hindi,Off-Season,29.34861694798475,1,4.749800072700281
Thriller,123,7.096154581011479,19,152.64749953219768,Spanish,Summer,31.62449725955704,0,5.69258113393926
Comedy,104,2.73255774168164,10,241.70275191186258,Korean,Festive,48.880961236645604,0,3.8579950822925406
Romance,151,3.8309456093648233,9,213.82335760868864,English,Winter,24.769062610465962,0,2.8642584794395125
Action,99,6.29184486987898,7,190.35221783374706,Korean,Festive,36.78022043924738,1,4.734401552386461
Fantasy,128,2.9799719879918247,9,172.3967307281963,Korean,Winter,45.81672001385507,0,3.087346524231554
Thriller,108,8.394454187693603,28,93.66195696129002,Spanish,Off-Season,5.591972591699404,1,4.689603738565866
Sci-Fi,131,7.582244931637686,13,12.390318215837809,French,Festive,23.113552834535536,0,3.8758393023864532
Thriller,138,2.578350240715566,30,139.94066434628823,Spanish,Festive,47.22266840884375,0,3.1187321836027704
Thriller,95,6.301870291241971,32,173.64073198244233,Korean,Festive,39.03077345348133,0,3.4521956572307007
Fantasy,121,6.1541497735175135,28,218.2464265243048,Spanish,Summer,27.152168655909964,1,4.960990754734701
Fantasy,93,4.360832391496168,6,151.10330848973032,Hindi,Off-Season,24.663145970597757,1,4.1070417770117835
Romance,150,6.91327699375828,6,112.38772117548436,Korean,Summer,24.8776515927934,1,4.354065638012866
Comedy,117,4.866249377497468,8,27.705867599318402,English,Off-Season,18.378033533099593,1,3.6146735917814783
Sci-Fi,96,4.998509197321708,29,112.10429880746085,Spanish,Festive,35.49510085023862,1,4.644476805821522
Sci-Fi,112,4.547588756273868,27,243.03685263088556,Spanish,Off-Season,18.802880584053053,0,4.2254646399376945
Comedy,148,6.165804392369681,11,145.89244496920213,English,Off-Season,38.53447245977416,0,4.713284556050764
Fantasy,151,1.0098955541862638,6,190.86096467310955,French,Festive,28.157797749835968,0,3.1710499181309126
Fantasy,147,6.408426449375624,32,234.84999399918976,Hindi,Summer,3.8215162913343415,1,3.913759870006958
Drama,110,2.0770905421218813,17,63.916246738157035,Spanish,Summer,37.26853854783086,0,2.5444283330233683
Romance,122,3.0450306532137112,19,69.5790445861873,Korean,Off-Season,11.962513582507045,0,3.024743828684183
Comedy,154,8.318900868889578,3,189.78116011725498,Korean,Summer,47.15407129182145,0,6.088479864579828
Fantasy,111,3.0440881918795486,28,12.715164055432691,Korean,Off-Season,27.04486560791265,0,2.9866578241759845
Sci-Fi,118,6.584000325997819,14,84.77125094650829,Hindi,Festive,17.90698794619755,0,3.0996859390114357
Fantasy,107,3.278802931188114,1,201.29042351744357,Korean,Summer,21.131641242690264,0,2.4071673653606287
Comedy,104,9.959928389484684,1,206.09209386617835,Spanish,Winter,3.056589514509847,0,5.661526971135871
Action,146,9.837102968617934,9,49.58519910457223,Spanish,Off-Season,15.175444936719149,0,5.331456441085858
Thriller,136,3.9875809296104276,26,5.039936514686165,French,Winter,4.461090846215207,0,2.1675476843043673
Action,133,9.204369131641334,21,240.03336880175183,English,Off-Season,19.73835457294391,1,5.111595952595106
Fantasy,135,9.19605721675946,20,128.40071442833963,Korean,Off-Season,30.005469998194716,1,5.478666483042053
Thriller,143,2.8370960548359734,7,128.17775691202678,Spanish,Festive,16.421981525299714,1,2.597314186418111
Drama,152,4.380529316434678,3,168.41568884563816,Spanish,Winter,19.703706090607163,0,2.577859830623721
Drama,124,2.695522307765576,4,194.99859663884325,Spanish,Festive,49.84831601847489,1,3.867543201086075
Drama,118,3.0574692229557217,15,91.41662783153193,English,Summer,22.279471206794337,0,3.4028105240666946
Thriller,106,5.737768277530245,18,136.4510603385634,Korean,Winter,38.77475700455774,0,4.794826695706183
Sci-Fi,144,5.519821781745983,10,196.7135358852701,Hindi,Festive,27.935053125819692,0,3.7024862513200185
Comedy,115,5.0656964356631935,33,96.33549115325187,English,Off-Season,28.241521081965494,0,4.02795542442274
Romance,98,2.78958282334284,6,142.37294221627482,French,Off-Season,17.756281864653452,0,2.557379593591106
Comedy,120,5.801023075453324,20,88.63834556476826,Spanish,Festive,1.631385003436606,0,3.2664340562409726
Romance,125,9.518705400334506,5,235.4771751529613,English,Winter,16.869826037671157,0,5.028540194293194
Comedy,139,4.238709189791631,10,16.72361034304738,English,Summer,46.321630099206224,1,3.048841915878268
Sci-Fi,143,7.187577341612954,15,184.84940411055933,Hindi,Summer,23.571628514926502,0,4.381691435062328
Thriller,111,3.0752637768585185,23,131.3705469459136,Hindi,Summer,28.806346789024055,0,3.410734873405812
Sci-Fi,110,7.771800406645609,3,162.96198028364813,Korean,Festive,5.6792888599480555,0,4.534592530123394
Fantasy,119,6.1846062283530925,13,58.70727642992369,French,Off-Season,40.78522280851867,0,4.53008042754638
Drama,103,9.258505333166788,4,239.09608755453777,Spanish,Festive,30.70644225624255,0,5.586026783270335
Thriller,123,1.7017934088222586,31,122.72881778811069,Hindi,Winter,35.464379901247035,0,2.926186939440838
Fantasy,133,6.9090652638387295,25,179.23002030013086,English,Festive,41.52015916429524,0,4.859008331127307
Sci-Fi,125,4.792956840674011,19,26.93348287774829,Hindi,Off-Season,10.825988544565938,0,2.7035306399009706
Sci-Fi,95,4.325365172754442,18,76.8118487990729,English,Off-Season,12.379350535592284,1,4.284494592334998
Action,103,3.9979769936635643,5,226.99055002738254,French,Summer,45.440186836559164,0,4.77250835405359
Fantasy,148,9.121918082952513,25,9.030942938006097,Hindi,Off-Season,19.130602950533827,0,5.262099771501912
Action,106,3.273384644693702,27,92.39480916529823,Spanish,Summer,24.078681363385673,1,3.057734676548122
Drama,138,6.683994734680444,29,54.03860704286993,Spanish,Festive,4.391257550139094,0,3.2142663962038207
Romance,136,1.2360300678774703,24,86.62850706317246,English,Off-Season,3.4022340717942336,0,1.306410630946694
Action,119,9.670447503229177,4,157.68377955435548,Korean,Festive,13.3909607101687,1,5.537791946734907
Romance,107,8.218080214202038,15,216.0835980314392,French,Off-Season,10.386209767461514,1,5.104993829454693
Sci-Fi,128,7.205658485585367,19,136.12366365126312,English,Winter,14.558163934293722,0,5.627568806700825
Romance,109,5.669425687751616,6,227.29539656074562,English,Festive,43.0325079783287,1,4.663411089090566
Romance,121,4.240162622172859,11,178.20608554660856,French,Summer,26.85932106404792,1,3.7730521607180125
Sci-Fi,126,4.9211906032960915,22,234.668195474189,French,Summer,15.6084410535132,0,4.521789567597638
Action,112,6.9330994997010835,1,45.23971755027618,French,Festive,5.70544577904343,1,3.9862259204086388
Romance,120,5.5786272411054565,6,219.0438153209748,English,Winter,20.081011305790636,0,3.9669073704632676
Drama,119,9.042050356394027,7,189.10839910154283,Hindi,Off-Season,12.663378112953193,1,5.2145089370782784
Action,102,3.923260032176877,11,236.1894808231694,Korean,Winter,45.47434524760848,0,3.3995594853176967
Fantasy,121,8.768768473479973,24,15.127120765585854,Korean,Summer,21.55925537309225,1,4.277696932776692
Thriller,113,3.7080307406174287,17,28.79699937730015,Korean,Festive,48.63784475000177,1,3.7039731353215877
Thriller,92,2.305072997798255,12,6.872593404672112,Korean,Summer,49.560986805263084,0,1.7916826800420593
Comedy,118,2.1451673675507097,32,5.925494384697389,English,Summer,34.7169884413976,0,1.7455761904949603
Action,119,3.391338664072677,11,64.83896298924444,Korean,Winter,45.890335004010126,0,2.5426769014040866
Fantasy,114,9.253762392929964,26,145.24424379094475,Spanish,Winter,41.463894547143425,0,6.262801420182891
Action,87,8.203840949820048,32,105.37929733554664,Korean,Winter,42.138422864932735,0,5.8795594664561515
Thriller,138,7.618232427550111,27,37.809288964453394,English,Festive,14.775589081134523,1,5.309974703171608
Fantasy,137,3.758399496368185,21,191.54549043230227,Korean,Off-Season,1.3779211180613078,0,3.328286095546057
Fantasy,136,2.9489614375447637,16,39.92069383002005,French,Summer,40.322742594332205,0,3.6220469037835628
Romance,130,4.2553061612406715,7,246.75963836393424,Korean,Summer,49.73713748597242,1,4.424022925142345
Thriller,102,7.0127734152245065,23,80.88222271670112,Korean,Off-Season,41.91053880139634,0,5.329544810681648
Action,127,2.4607499253657195,19,17.09959520100658,English,Summer,1.9122999903701547,0,2.3466783999745444
Fantasy,108,5.755342174960524,25,48.35702728684401,English,Festive,43.440381526432525,0,4.397593775138362
Drama,164,4.318163561745038,29,12.672212256072621,French,Festive,40.63688277939477,0,3.53350914941643
Fantasy,115,7.8377399052430405,34,60.92448827640874,French,Summer,25.46547585835551,0,5.382812413335014
Comedy,137,6.7961153219173065,7,168.0672963990499,Spanish,Off-Season,33.259998416124546,0,4.88650166722903
Fantasy,97,2.3432650283138483,14,93.84809358035783,French,Off-Season,44.344497732457214,1,2.9092643681367685
Thriller,103,3.7806448886817607,6,7.732670969784877,French,Winter,17.759949926675635,1,2.6822155117024975
Drama,115,8.271318321004347,19,87.12404689682259,Hindi,Off-Season,31.467097764848692,1,4.984073110352382
Thriller,137,8.984222466043061,24,88.77703845006495,English,Off-Season,19.495944015360422,0,4.747087283301048
Comedy,134,5.599738495973915,19,71.01636814589304,Hindi,Off-Season,20.030085839903872,0,4.701002092431996
Drama,130,8.44414990069794,15,186.5666790624891,English,Festive,41.54994846301545,0,4.965309971859404
Sci-Fi,91,2.8954607061859963,6,38.78531886279347,Hindi,Off-Season,21.947713892104776,0,2.522251701017727
Romance,145,4.654476194049995,32,139.5449625194855,Spanish,Summer,24.332154984953345,0,3.375442959004693
Romance,108,6.791115796214942,4,11.837023631394324,Korean,Winter,3.8011199497287107,0,2.953783677722341
Drama,154,1.249720207661841,28,118.34645008393599,Hindi,Summer,46.195046380561024,1,3.1823279263868254
Comedy,158,5.7660777234264335,30,194.00695440769087,English,Off-Season,18.121135782552173,1,3.3919769001862035
Comedy,139,8.674727018743202,34,87.0023186125308,English,Summer,11.195642395124025,0,5.336571493573678
Sci-Fi,142,2.8904984747562916,12,29.740785322577754,French,Winter,16.131220174926803,0,2.857614334186438
Romance,102,1.106022746994392,28,141.47029554297544,English,Winter,44.46219085878749,0,3.0323317831701795
Comedy,171,6.829018943846988,29,244.81917871458177,Hindi,Festive,28.158925785228853,0,4.303686521926372
Drama,128,6.945409925047441,15,181.20005279949757,Spanish,Summer,19.99088424617332,0,3.645798419604577
Sci-Fi,142,3.1839560238229243,32,119.352391001225,English,Off-Season,12.581070206522716,0,3.062340413721292
Comedy,109,3.937766846198053,17,149.31328295229568,French,Winter,4.432385338839786,0,2.383469595410968
Fantasy,123,4.096076491581424,1,90.04082996416393,Spanish,Summer,1.4816075594336051,0,2.3979179139240925
Comedy,103,1.7499761805704215,28,101.56430648029401,Korean,Summer,2.487395979339568,0,2.161140870685365
Drama,120,7.697288926002769,2,207.05797869965068,Spanish,Summer,35.854597550572684,0,5.066017443137722
Action,125,2.929237081735535,25,220.86522185929314,French,Off-Season,18.359045585289827,0,3.9582392508276523
Fantasy,129,7.946943118343281,13,136.4289883676029,English,Festive,5.76279314327676,1,5.304132416779991
Sci-Fi,150,6.862445622765653,4,188.587904186554,Korean,Off-Season,44.582669386524834,0,4.698236351679647
Fantasy,133,1.93343931337771,18,209.2320639998064,Hindi,Winter,29.42860760737095,0,3.7690507307474985
Sci-Fi,129,7.731662979113745,28,154.18492994764972,Hindi,Off-Season,13.960860762316031,0,4.622637609504764
Fantasy,125,2.2940512470450685,3,230.5820656781506,Hindi,Summer,1.8084916086216465,1,1.8456362077444315
Action,161,6.924414772539819,20,149.6442103023589,Hindi,Off-Season,5.658396477784727,1,4.4869638041114035
Thriller,114,1.6984291101426274,8,137.29691266037793,English,Summer,24.62206830008257,1,2.307574002582297
Drama,146,6.226030065571679,10,184.44300502799703,Korean,Winter,7.832189867550669,0,5.110138162201937
Comedy,89,4.998048603114929,31,156.31211045965287,French,Winter,7.751749224706611,0,4.452830109569507
Sci-Fi,109,5.717343166173918,15,224.06878121328623,Hindi,Festive,29.40209417014715,0,3.6144494509134346
Sci-Fi,132,7.737546007343991,2,197.81314689174266,Hindi,Winter,6.785778655425267,0,5.085372517266474
Action,122,7.644620318271141,12,136.62587603752067,French,Summer,12.498351741634185,1,4.6836267042369695
Romance,179,1.4094576594237669,30,177.1088313679183,English,Winter,30.447311134531848,0,2.2946362019016817
Thriller,171,2.4696179217062144,10,223.45240463956122,Hindi,Off-Season,2.8273029886027645,1,2.9952042862340633
Romance,97,9.838114971859437,30,109.03909521290092,Spanish,Off-Season,23.38140423417427,1,6.620774917526135
Sci-Fi,105,4.953893764487582,32,87.11030568061854,Korean,Festive,12.45794572617015,0,3.7328976451509197
Romance,122,8.395001427916934,31,210.27390809871932,English,Summer,31.4015322500019,1,5.526446322537838
Romance,156,5.956353889161069,8,27.619416283501987,English,Off-Season,37.211562615472786,0,3.545114849624275
Action,145,7.959274547441675,34,133.20346558667123,Korean,Winter,9.554821571590063,1,5.293032302688526
Sci-Fi,130,1.637151128664827,33,16.877198671838357,French,Summer,43.34194957453493,0,2.5721660148441474
Drama,99,5.514216972669054,17,178.5749041756913,Spanish,Summer,45.328518139621586,1,4.9166132727100225
Sci-Fi,109,7.7712938518614605,19,231.47103466610452,Korean,Festive,45.26596698774583,0,6.000125817970782
Fantasy,76,4.737385499743699,19,240.8063869788039,Spanish,Winter,19.46318079343181,0,3.9996468804096983
Comedy,97,7.4374473105491745,2,96.41704817821864,Korean,Festive,42.90567852303005,0,4.785110992183358
Fantasy,132,8.479258914419482,3,214.00334308848895,English,Festive,17.494678574059996,0,5.658898703448725
Fantasy,139,8.329037011501072,31,164.73106921611728,Korean,Winter,20.5437460859442,1,5.767906523876114
Sci-Fi,101,2.8486815612939957,10,60.24783889145962,Hindi,Festive,16.79480389286463,1,3.533491907920494
Thriller,127,9.165625781840925,29,19.089655400598858,English,Festive,39.86798847714745,0,5.071349767155164
Romance,154,6.240196813391615,24,150.91222528348143,Spanish,Off-Season,34.193241297119094,1,4.34310469513131
Drama,128,2.6504207276536653,20,89.84213277165713,English,Festive,28.413025919270567,0,3.0987485733594857
Action,119,8.133784799444838,34,219.49885565610649,Spanish,Summer,38.49111646249026,0,5.543578147399116
Thriller,136,3.2892217433014883,26,233.65587239748322,Spanish,Festive,15.677179833038108,0,4.1080672966255385
Action,134,3.9954772298884076,11,143.79678665015948,Hindi,Winter,44.001189891073594,0,3.6889700545534287
Thriller,126,4.746623408825631,14,154.94569072006118,French,Winter,22.14724561739277,0,4.845176199378043
Thriller,115,5.548753183876309,22,37.04302416034332,Spanish,Winter,29.35949580698026,0,4.439215279381157
Action,117,2.551725568705963,16,87.28065601557105,French,Festive,20.723556710173177,0,3.172602371232354
Action,126,8.65009493160077,17,203.18882088123343,French,Festive,11.95870263329213,0,5.491075178060075
Fantasy,115,8.378528042903561,21,126.9482610786628,English,Summer,24.308828798929596,0,5.803063765768154
Sci-Fi,149,3.7444250582972307,20,81.9886534481477,Hindi,Winter,25.445921988469376,0,4.106388407576627
Action,141,9.732464410835068,6,135.05105875980013,English,Winter,27.192158601537948,1,5.634428380296365
Romance,144,1.5305045236677886,30,128.17493335026398,French,Festive,40.083607251295994,1,3.753473779688667
Drama,161,2.099831654927386,5,118.69708330495206,Korean,Festive,14.740149346905325,1,3.120239622364874
Romance,153,7.894243444062709,27,118.96269162468903,Hindi,Festive,27.76615671434402,0,5.612256782694723
Drama,150,3.1829265063656162,28,140.83189871588897,Korean,Off-Season,39.07616523998785,0,2.408018129656353
Sci-Fi,131,2.8774068413817173,10,236.50705858464264,Hindi,Festive,45.69219369332511,0,3.545278473318298
Sci-Fi,121,1.2015571191807495,23,219.3633554971224,French,Summer,39.465759943066004,0,2.424604765643702
Sci-Fi,166,3.9611203814321643,28,137.2656717863087,Korean,Winter,12.920446244564046,1,3.8032141477413512
Action,112,1.675321746861725,24,15.866779560360191,English,Off-Season,38.791920782996705,1,3.3606646879011377
Action,113,6.739664712796714,4,218.74149826939694,French,Summer,7.080683037720505,0,3.392416803462561
Sci-Fi,109,1.0561986847020788,15,161.70657361433223,Korean,Festive,8.084664866100377,0,1.7397665421624802
Thriller,128,4.929418480712041,27,35.285700339000755,Korean,Winter,33.06504289304738,0,3.792758553151035
Thriller,132,8.969924508231893,19,220.05511603116102,Hindi,Festive,23.3812382901222,1,5.185286392267092
Drama,143,6.08176675895351,19,132.79635765939923,Korean,Festive,35.81459543556563,0,3.9926621015273502
Sci-Fi,121,3.9666308191898842,32,61.53696440537277,English,Summer,33.50867601575153,0,3.6857885228334326
Romance,93,1.9753901400563876,16,201.2921443774525,French,Festive,2.8831804456838084,0,2.6980210443142183
Sci-Fi,130,9.588833668830839,24,71.39097927126396,Hindi,Summer,45.712640949282466,1,5.554637651791421
Fantasy,142,1.1651550131616586,25,208.72612059824408,Spanish,Festive,5.459148222451861,0,3.1930453195674104
Thriller,125,5.497637492410158,14,156.17012290313508,English,Festive,40.567147216373314,0,5.0616982741016985
Romance,122,4.317103177893175,24,85.38415236080782,Hindi,Winter,48.80151275868704,0,3.9331054957821503
